,sender,text
745232,BW-INDUSB,"Dear Customer, Your Ac.No. 100XXXXX234 has an available balance of INR 101921.20 as on 07/06/18 10:44 PM. Your last transaction : 2018-06-07T00:00:00.000 DR INR 10000.0;. Rgds, IndusInd Bank."
170751,VK-VFCARE,"Your Internet Pack has been renewed. Balance 1433.6 MB, Next Auto renewal date 09.06.2018 00:00:00."
686300,TD-IRCTCi,User Registration Successful.Your User Id is laxmi12817. Mobile verification code is 940532
177884,AD-XRHILX,"Dear Customer, as per government mandate, kindly link your Aadhar with Religare Health Insurance policy at the earliest. Visit:http://bit.ly/2EIt5g0 .Please ignore this message if already linked.
AB-650137,10% Cashback Shopclues Par!Pay karein Airtel Payments Bank se aur payein 10% cashback Rs250 tak ka Shopclues par 28-Feb-18 tak. Shartein laagu."
533741,VM-ICICIB,"Dear Customer,EMI of Rs. 10378.00 towards ICICI Bank Loan Account XX8853 is due on 10-Jun-18."
36495,DM-PNBSMS,"Ac XXXXXXXX00024817 Credited with Rs.0.75,25-11-2017 12:46:13. Aval Bal Rs.677.88 CR. Helpline 18001802222"
451348,VMNSDLTN,"PAN AESPF7504G allotted for ack 344529700008314. Card sent by BLUE DART AWB 35168586106. Expected del dt. 07/06/18. Visit https://tin.tin.nsdl.com/pantan/
VE611111,Vodafone SUMMER SPECIAL Offer! Ab Rs40=40 aur Rs65=65 FULL Talktime! Rs8=Sabhi Local+STD Calls @30p/min 84 Din! Simit Samay Offers. Recharge NOW! T&C"
129058,VK-BENFIT,Open Zero Balance A/c with Kotak Mahindra Bank & get Assured Cashbacks on transactions. Click here http://nsm.sg/0j3Hfy to avail this offer. *T&C apply
561606,AD-PASTOR,"Hello it's sad,Bro.Mark MamallanFATHER passed awayin his native place,just call Bro.Marksay your prayers &condolences,09841871507.
51531,Today is Prajwal Renukanand's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!"".
51530,Today is Vana Suja's birthday. Reply to post on her Timeline or reply 1 to post ""Happy Birthday!"".
51529,Today is Ga Nesh's birthday. Reply to post on his Timeline or reply 1 to post ""Happy Birthday!""."
560833,DM-UBERIN,"Dear Rider, apply promo BLRTAKE250 and get 50% off your next 5 Uber rides in Bangalore! Valid till Sunday, 06th August 2017. Get riding now! TnCA"
340592,TM-MOBIKW,DO NOT SHARE OTP WITH ANYONE. Your Bajaj Finserv Mobikwik One Time Password (OTP) is 559016.
36938,DM-PNBSMS,"Ac XXXXXXXX00024817 Debited with Rs.500.00,07-07-2017 19:55:56 thru ATM.Free txn on oth bank ATM-5(incl max 3 in Metro) in SB A/C only. Aval Bal Rs.9993.00 CR. Helpline 18001802222"
573700,IM-PNBSMS,"Dear Customer, your request for cheque book could not be processed due to inadequate data. Kindly contact your base branch for cheque book and data correction"
91060,VH-VFCARE,"Hi, Chota Credit of Rs.5 is added to your balance. Rs. 6 will be deducted on your next recharge. Please recharge with sufficient amount soon. Power to you!
144,Hello. As per your request,service has been activated."
717793,JD-JioPay,"You have used 50% of your 1 GB daily high speed internet quota on your Jio Number 7401257377 as of 08-Jan-18 21:50 Hrs. To track your balance and usage, click http://tiny.jio.com/TrackBalance or give a missed call to 1299 to receive details via sms"
23629,VM-VFCARE,"??????????? ?? ??????? ????, ??? ????? ??????? ??????? ????? ?? ??? ????? ????????? ?? ??? ??? ??? ???? 1800 110 420/1963 ?? ??????"
656527,BXATMSBI,"Rs 3000 w/d at SBI ATM S10B003084087 THAKURPUKUR (2ND),KOLKATA fm A/cx3533on18/04/18.Txn#6134.Avl bal Rs7939.03.If not done by you, forward this SMS from mobile number registered with SBI to 9223008333 to block your card. You may also call 1-800-111109.Download YONO @ www.yonosbi.com"
127727,MD-HDFCBN,Huge savings on Flights! Compare & Book@lowest prices +No Convenience fee* on Payzapp & get 5% CashBack*/10X RewardPoints* via HDFCBankCards *T&C bit.ly/2gxZgAJ
39093,MD-FTRANS,Get Up To Rs.2000 CASHBACK On BROKERAGE. Click To Open Account Now 9ind.in/s/c8d4dca5
334693,AX-SHOPCJ,Biotique Complete Facial & Skin Care Beauty Kit At Rs.999 Only. Watch SHOPCJ TV at 7pm TODAY! To Order Call 18605001860. HURRY.
79274,JZ-JIONET,"Your plan ADD ON for Jio Number 7095375888 has expired on 08-Jun-18 00:06 Hrs. If you have already recharged, your new plan will get automatically activated. If you have not recharged, your services will stop working. To recharge click,  http://tiny.jio.com/RechargePlans . Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
459950,TM-MOBIKW,Your MobiKwik One Time Password(OTP) is 153380.
690143,IM-IndiGo,"Gift moments of joy to your special woman with upto Rs 1200 off on Gift Vouchers. Additional MobiKwik voucher worth Rs 500 . http://bit.ly/2BIftQa
IY-612345,Get Free .5GB+ Free Film+ Salman spcl+ Free Zee TVClick & InstallURL:http://bit.ly/TV_Zee_"
584768,VM-COOLWS,"Hi,Your friend Zeeshan mohammed has invited you to sign up at Coolwinks.com. Use his referral code  ltcqnv  to create your account and get Rs.500 CoolCash.
JD-509093,Thanks.If selected KBC Team will contact you in 5days.T&Cs-www.sonyliv.com.Only 1st valid entry from a mobile number will be considered per question"
460885,VM-AxisBk,Hello! Your A/c no. 839046 has been credited with Rs. 11000 on 07Jun18. The A/c balance is Rs. 19335.63. Info: SAK/CASH DEP/SAK059066119/2745/self. Call 18605005555 (if in India) if you have not done this transaction.
424500,Vodafone,"UNLIMITED Pack 2 Din me samapt hoga! Rs458=117GB+Unlimited Calls+Roaming+Roz 100 SMS,84 Din.Rs199=39GB+Unlimited Calls+Roaming+Roz 100 SMS, 28 Din.T&C.Vodafone"
515406,VMKOLPOL,"Know real time street parking availability and for hassle free parking, download Kolkata Police BONDHU App (https://goo.gl/Mz9zZb) and Smart Parking App (https://goo.gl/aB2DJb) from Playstore. - Team KTP."
18897,VK-CANBNK,"Your existing magnetic stripe debit card will be redundant shortly. New EMV Non Personalize Debit card is available at Branch. Please call on your Branch for Replacement -CANARA BANK, DBS WING, HO"
175752,AM-PNBSMS,"Ac XXXXXXXX00240665 Credited with Rs.6000.00,16-11-2017 10:36:51. Aval Bal Rs.7033.04 CR. Helpline 18001802222
56161940,WhatsApp code 557-971.You can also tap on this link to verify your phone: v.whatsapp.com/557971"
523816,DMNBUYIN,"Congratulations ! Rs. 100 has been credited to your nearbuy account. Use them to buy offers on drinks, dinner & more http://nrb.uy/credits"
469206,VM-IPAYTM,"Hi there!You just made a successful payment of Rs. 299.00 at Reliance JioFor future reference, your Order Id is BR0000S4VMP3. Thanks,Paytm team"
303460,ID-IDEA,"CHRG:0.00 INR,VOL:0.007 MB,Bal free usage DAILY-INTERNET-PACK:981.152MB,Val 04-11-2017 00:00:00Hrs.,BAL-LEFT:0.05 INR.Dial *121# for Best Offers!"
745378,VK-iPaytm,693453 is your One Time Password. Do not share this OTP with anyone.
9443,AX-ICICIB,"Dear Customer, txn of INR 3,414.00 using Credit Card XX0003 done at SARAVANA STORES on 30-MAY-18. Avbl Cr lmt:INR 41,291.34. For dispute,call 04033667777."
283510,VM-HDFCBK,"Dear Smart Pay Customer,We have successfully debited your HDFC Bank crcard ending 2612 to pay your Spay 9538750774 bill for the amount Rs 629.76"
774155,VK-VFCARE,"Your Internet Pack has been renewed. Balance 1433.6 MB, Next Auto renewal date 09.06.2018 00:00:00."
695968,AX-MONVEW,Fastest Loan App- Get a loan offer within 5 mins- Paperless process- Get amount in 24 hrsApply Now with Money View Loans - https://goo.gl/6zokXz
770895,AX-AxisBk,19910665 is your OTP for adding sheshank as your beneficiary for fund transfer on Axis Mobile. Do not share it with anyone for security reasons.
710084,VK-IDBIBK,"A/c NN49285 debited for Rs 4470.00 thru Net/Mob Bkg. A/c Bal Rs 1706.53 (incl. of uncleared chqs) as of 26 APR 11:54hr. If not used by you, call 18002001947"
566428,JX-JIONET,"Dear Subscriber,Your Aadhaar XXXXXXXX4645 has been registered by ""Reliance Jio Infocomm Limited"" against the following Mobile Nos.9337374416,8637276485,8637297826,8637284856 using Aadhaar eKYC."
257858,TM-MOBIKW,Your MobiKwik One Time Password(OTP) is 332481.
119921,TX-SNAPDL,"Grab before it's gone. The Deals of India sale ends today. Up to 70% off on Fashion, Home, Electronics and More. Shop Now @ https://goo.gl/sAihsb
VK-045678,Amazon: Budget smartphones from Redmi, Samsung, Honor, and more. 10% discount with ICICI cards. No Cost EMI and Exchange offers. Shop now http://amzn.in/bXZftlR"
43448,JA-JioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 7986992016 as of 19-Feb-18 11:07 Hrs. After consumption of 1.5 GB data, Internet speed will be reduced in case you do not have any active data plan. To continue enjoying 4G speed, recharge now. Click http://tiny.jio.com/BuyAddOn"
417557,JGJioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 8328031816 as of 01-Jun-18 16:25 Hrs. After consumption of 1.5 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
346729,VM-CBSSBI,"Your A/C XXXXX351941 Debited INR 2,500.00 on 02/06/18 -Transferred to Mrs. PUNAM DEVI . A/C Balance INR 2,261.18"
690057,BW-TATAMO,"Maximum March Offer!!!! Get a chance to win assured gifts upto 1Lac + attractive monthly discount + Lowest interest rates on purchase of Tata Vehicle this month. To book a test drive, give missed call on 8306688282,T&C apply"
4090,VK-APPCHK,"Hi Mohammed, your Credit Score in Jan 2018 was 786. Click to unlock your fresh Experian Credit Score on the BankBazaar mobile app bbzr.co/2IAV2sE"
654788,RM-IGLDEL,IGL Payment SMS Payment of Rs. 647.00  received against BP No. 1000033120 . Payment is subject to realisation in case of cheque/ DD. IGL
179809,BH-EDUKRE,"Bsc Agriculture: Admissions open in tamilnadu for top  colleges.ICAR recognized colleges. Contact:9500176253,9384657946"
536111,AX-PAYTMB,You have received Rs.2000.00 in your Savings account XXXXXX1534 via Airtel Payments Bank debit card.Queries? Write to us at http://m.p-y.tm/care
517366,AXINDMRT,"Enquiry from IndiaMARTAloe Vera Plant (Sikar, Rajasthan)Babu Mal Punia+91-9636261555Click http://goim.in/VXb35w6e to reply"
119288,VM-CBSSBI,"Your A/C XXXXX482588 has a credit by Transfer of Rs 2,000.00 on 05/06/18. Avl Bal Rs 4,000.00. Download YONO @ www.yonosbi.com
AB-650001,Rs99=Unlimited Local,STD,Roaming call+1GB/din+100SMS/din,28dinRs148=Unlimited Local,STD,Roaming call+2GB/din+100SMS/din,28dinT&C. Offer ke liye call 505
AB-602601,28GB data ! Rs99 = Unlimited local, STD  aur roaming call saath hi 100 SMS/day aur 1GB data prati din poore 28 dino ke liye, Best offer ke liye call karein 505"
663448,TM-APTDMG,"Congratulations, your LLR No. is LLRAP42706149718 valid up to 06-12-2018, Please book your slot for 'Driving Test' - Book immediately to avoid disappointment
A$-TFAROT,CallCost:Rs.0.00 Duration:00:00:28 Bal:Rs.60.06Find solutions to all your problems from Astrologer. Call 55315 at Rs9/min"
444435,AD-AIRITM,"OMNIbus ALERT: Status:OPEN SitName:bai_flsz_glzc_tux_alert Team:NA App:FX Hostname:bai_CNDBFXCERDBZP02 Summary:Tuxedo_Service_not_available_in_group  size is  0  @ Fri Jun 08 00:36:29 2018
59823,Aapke pichli call ke aadhar par kya aap kisi aur ko Vodafone use karne ka sujhav denge? SMS bhejen - 0 (Sujhav Nahi Denge), se 10 (Sujhav Denge)"
482578,IM-FLPKRT,"Shipped: Your iVooMi Me3S (Teal Blue... with order ID OD212404020408347000 has been shipped and will be delivered  by Tuesday, May 29, 2018. You will receive another SMS when the Wishmaster from Ekart Logistics is out to deliver it. Track your shipment here http://fkrt.it/D7mwSLuuuN"
300169,VK-SHRIRM,"Recd Rs.16500.00 towards cust ID H0200994 by cash receipt No.MBKTPLI1806040001 against Loan for Vehicle No.RJ02UA4364 . Pl.call 18002000011 for any query. Shriram
AR-650001,Congrats! You have won a FREE subscription of Airtel TV App!Watch 350+ Live TV Channels, Movies & TV shows. Data Charges to Apply.Click bit.ly/airteltv"
335790,VK-PAYTMB,"Dear Customer, you have sent Rs.50.00 to 7008054675@paytm from your Paytm Bank Savings account XXXXXXXX7774. UPI Reference: 805223189382. Queries? Write to us at http://m.p-y.tm/care?"
781537,IM-POLBAZ,"Dear Maher, What are the consequences of not renewing your two wheeler insurance? Click on https://goo.gl/LF7zxC to find out"
245660,AD-HOMECR,"Ghar ke kharchon ko pura karne mein Home Credit deta hai apka sath, paayein Rs 46000 ka Personal loan asaan kishton par. Dial karein  1800-419-6661 (toll-free)"
212277,DM-OLACAB,Iss Wednesday Sree Honda pe aiye our anand uthaiye Iss Monsoon Ka Honda Amaze K Sath. Paiye Bhari Discount our 1 mahine pe ola k sath gari jod ne ka mauka.Contact : 9830111559 & 8335078421Date: 05-07-2017Akankha More Near City Center 2.
149666,TM-PVRCIN,Cheers PVR Privilege Member! Your voucher code LHWV9LMK worth Rs. 100.00 has been applied at PVR EVA Vadodara at 6/7/2018 8:39:11 PM. Enjoy the show
229340,ID-PLAYFY,"Play Rummy Online. Win Cash!! Relax, Play & Enjoy Anytime, Anywhere. Get Rs.1000 Welcome Bonus. Start Playing Now: http://slds.in/ljyvcbclv
TD-610311,3G Offers!RC119=ULTD Calls(250Mins/D)+Daily1.4GB 3G+100SMS/Day, 28Days OR RC47=1GB 3G, 28Days OR RC96=3GB 3G Data, 28Days.Dial *123# for Offers, TATA Docomo"
336565,DZ-SCISMS,"Your A/C XXXXX257875 Credited INR 10,300.00 on 31/10/17 -Deposited by Cash by SELF . A/C Bal INR 10,300.00
650003,Airtel Best Offers Only For You!1)Rs17=1.2p/2s Local mobile, 27days.2)Rs41=10p/m Loc Airtel Call, 27days.Visit Retailer and recharge now or dial *121*1#
650001,Enjoy the festivities with Airtel DigitalTV!Buy a New HD Connection for Rs.1490 & get FREE Gift Coupons worth Rs.2500. Give a missed call on7678076780.
121,We have received request to link Aadhaar with your Airtel Mobile 9861407774.Reply to this SMS with REJECT before October 31, 2017 02:08 PM,if not requested by you"
550513,VM-OSTRVL,"Presenting SimplyCLICK SBI Credit Card with exclusive benefits - Amazon GiftCard worth Rs.500, 10X Reward Points & more. Click http://nmc.sg/fni9rl to apply"
474561,BP-ATMSBI,"Rs500 withdrawn at SBG ATM S10A000387101 KANCHAN BAGH BRANCH,KANCHAN BAGH from A/c xxxx6739 on 240715.Txn#9338.Avl bal Rs4329.47."
599615,IZIDEA,"Data_CHRG:0.00 INR,Bal_Left=10.00 INR,Vol_Used:0.032226 MB,Addon_bal:1024.000000 MB,Pack_exp Jun 07 2018HappyDayTips.Call 51150@Rs9/m"
303492,ID-IDEA,"CHRG:0.00 INR,DURN:826 Sec, BAL-LEFT:0.05 INR .Good News!! 1GB Daily now available on Idea Postpaid. Visit My Idea now."
445280,ID-ADHAAR,OTP for Aadhaar (XXXX2584) is 436362 and is valid for 30 minutes.(Generated at 2018-06-08 00:50:42)
265256,VM-eBayin,"Last day of lightning deals! Don't miss this FLASH SALE with phones starting at JUST Rs. 2,450 + EXTRA 10% off with code SAVE4RFURB on https://goo.gl/4iSbKZ."
296575,VM-AJIOIN,Let's spend some quality time with style! Shop your faves at flat 57% OFF in the next 12 hours. http://nsm.sg/0bhXc4
532803,VK-HDFCBK,Rs 350.00 debited from a/c **0640 on 14-05-18 to VPA arunlalkoyalkar2@okhdfcbank(UPI Ref No 813416510321). Not you? Call on 912261606161 to report
48558,TM-PHONPE,Congratulations on purchasing 0.0031 gms Gold (txn number: N1806050847251053) for Rs. 10!
356190,AD-MyGovt,Watch PM Modi's address to the nation & share your thoughts with him directly on MyGov or App http://pmapp.nic.in/m.jsp?49635199
134898,TMEcomEx,"Dear Customer, Your shipment 235694717 is undelivered after 1st attempt on 23-04-2018.Please contact call centre @ 08030695599 - Ecom Express"
27243,AX-IPAYTM,"Rs. 1.00 paid to Zuhair ahmed m s by 9XXXX28909 at 6 May, 2018 2:12 PM.Order Id: 2018050614122900. For any concerns, call: 0120-33663377.
AX-650011,Get unlimited latest,popular HELLOTUNES for 1 year @Rs280/year on Airtel,call 578785(tollfree)Get T20 updates & win assured Rs30 recharge,dial 53776(tollfree)"
667691,ERecharge,"Recharge Successful on 12-04-2018 at 12:08AM,MRP: Rs 399.00,STax: Rs60.86,Talktime: RS1.00,TransID 730757023 Enjoy Unlimited Local & STD Mobile Calls in Home & Roam (for non-commercial use only) + 1.4GB data/day + 100 SMS Per day (Validity 70 days)"
1597,IM-IODBTL,"???? ???????? ???? ?? ??? ?? ?? ???????? ??????????? ?? ??? ???? ??????, 28 ?? (??????), ????? 9.30 ???? ?? ?? ?????? - TV ?? ???????? ?? ?????? ?? ???? ?????? ?? Narendra Modi App ?? ???????"
774629,JK-JioPay,You have used 50% of your 1.5 GB daily high speed internet quota on your Jio Number 7016327235 as of 07-Jun-18 22:47 Hrs. To track your balance and usage
472334,DM-UnionB,Your CD A/c **********36388 is debited for Rs. 6000 on 03-02-2018 by ATM. Avbl Bal Rs:2221.9 BOOKMYSHOW UPTO RS.100 OFF. TNC APPLY.
551552,IM-KSDERV,KALRT:INTRADAY: BUY TATACHEM @ 769.10 SL 763 TGT 785http://bit.ly/2n5AxIE
554063,VB-VDFONE,"Welcome to Vodafone Delhi. Enjoy free incoming calls while you roam. If you are a RED customer, you also enjoy FREE outgoing calls to anywhere in India. What's more, you can now inform your callers that you are traveling by simply setting the free roaming caller tune via hyperurl.co/ROM
51501,Your Google verification code is 195832"
507141,TM-FLPKRT,"Order Placed: Your order for PrettyCat Women's Plun...+1 more product with order ID OD211850279712300000 amounting to Rs.889 has been received. You can expect delivery by Saturday, Mar 24, 2018. We will send you an update when your order is packed/shipped. Manage your order here http://fkrt.it/Y7cGOKNNNN"
554066,AZ-AIRACT,"Data usage alert:""10MB data is remaining in your account. Post quota, charges apply at 2Gn++8p/10KB, 3Gn++4p/10KB. For data packs, dial *121*11#"";"
318791,AX-BajajF,"OTP to login to Bajaj Finserv Customer Portal is confidential. NO BAJAJ FINSERV EMPLOYEE WILL CALL AND ASK FOR THIS OTP. PLEASE DO NOT SHARE IT WITH ANYONE. Your OTP is 959918. IF YOU HAVE NOT REQUESTED FOR THIS OTP, PLEASE CALL US ON 020-39574200"
750084,MD-BOIADC,"Get Rs100 Cashbk by using BOI Debit Mastercard for 5txns of Rs750 or more till 31Dec. Also, get every 6th Uber ride free.More offers@ http://bit.ly/MCoffers T&C"
380871,AX-VIDDTH,Congratulations! You are eligible for 7 days FREE preview of d2hCooking Ch146.Post that Rs.25+GST/month will be charged. Give a Missed Call on 18003150009 NOW
235522,VK-PAYTMB,"Dear Customer, you have received Rs.10.00 in your account XXXXXXXX3302 from SWADESH KAR.Ref no: 815900334007.Queries? Write to us at http://m.p-y.tm/care"
371198,AM-HDFCBN,10X Reward Points on FLIPKART SALE exclusively with HDFC Bank Credit Card via SmartBuy. Be a smart shopper & save BIG! Offer ends on 23Jan: bit.ly/SBFPKT *T&C
795366,HP-OLACBS,Use code DEL55 & enjoy FLAT Rs. 55 off on 2 Micro/Mini/Prime rides. Valid on 19th Mar on a limited number of redemptions only. Ride Now.
268646,VV-VFCARE,Dear Customer Your account has been credited with Rs. 17.89. Thank you.
144097,JA-JioPay,"??? ????? ???? ???? 7016748848 ?? 1 GB ??? ????? ???????? ?????? ?? 23-Feb-18 18:01 Hrs ???? ??% ????? ????? ??. 1 GB ?? ????? ???, ?? ????? ???? ??? ?????? ???? ????? ??? ???, ?? ???????? ????? ????????? ????. 4G ??????? ???? ???????? ???? ????? ????, ?????? ??????? ???. ????? ??? http://tiny.jio.com/BuyAddOn"
745062,TM-MOBIKW,Your MobiKwik One Time Password(OTP) is 466976.
374678,VC-VFCARE,"Your daily data pack has been renewed Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ
VM-044174,Hey there! Get all the special ladies you know to experience digibank. Earn cashback and movie tickets. Know more go.dbs.com/digiTC
VA-611117,Fashion at your fingertips! Get 5% cashback upto Rs100 with M-Pesa at Yepme on min purchase Rs300. TnC Apply. Click https://goo.gl/OyCMa8E"
515993,HPFLIGHT,EaseMyTrip Republic Day SaleGet  upto Rs.6969 OFF on Domestic & International Flights.Use promocode: REPUBLICDAYHurry!Download EaseMyTrip Mobile App now.
385816,AX-BOBOTP,470681 is the one time password (OTP) for your online transaction. This is usable once & valid for 5 min from the request. PLEASE DO NOT SHARE WITH ANYONE.
475041,ID-Amazon,Cashback of Rs.105.97 has been added to your Amazon Pay balance. To view your balance visit https://www.amazon.in/gp/payment/statement
125583,JE-JioPay,"You have used 90% of your daily 1.5 GB high speed internet quota on your Jio Number 7989043335 as of 08-Jun-18 00:09 Hrs. After consumption of 1.5 GB data, internet speed will be reduced in case you do not have any active data plan. Click http://tiny.jio.com/DataBooster to recharge with data booster and continue enjoying high speed internet. Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
116479,VM-BOBTXN,"Rs.135 is Debited to A/c ...2440 on 06-05-18 16:09:44 (Clear Bal Rs.2072.86) AT POS TID-0074736905,ref-812610392028. Now 15G/H submission digitally enabled."
647598,HP-Amazon,You received an order for:Baggit Women's Wa... (1)Visit Seller Central at https://sellercentral.amazon.in
440969,VM-VFCARE,"Hello, your daily data pack has been renewed.Watch movies, live TV or international shows on Vodafone Play http://bit.ly/2lR3DXQ
509093,Thanks.If selected KBC Team will contact you in 5days.T&Cs-www.sonyliv.com.Only 1st valid entry from a mobile number will be considered per question"
754090,AD-OLXIND,"Yay! Akshay Patel has sent you a chat message ""how old is it"" for ad Mitsubishi Lancer Lxi 1.5, 2001, Cng.Respond now! https://www.olx.in/q/r/ye8zcfc"
655972,BZMedPls,"Medplus! Flat 10%offer on Horlicks Growth+ range,clinically proven to give your child 3 times more growth in 90day.UseCoupon GROW10 at Store/Web/App till 30June"
403242,JE-JioPay,"You have used 50% of your 1.5 GB daily high speed data quota on your Jio Number 7001482459 as of 04-Apr-18 00:49 Hrs. To track your balance and usage, give a missed call to 1299. To know more on how to manage your Jio account, click http://tiny.jio.com/MyJioVideo . Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
473967,DM-MSWIPE," 340.00 txn at M/s FASHION RUSH is approved on 13/06/16 with card ending 9408,RR#000718008857,Auth#682347. You agree to pay as per cardholder agreement."
242438,TM-CITIBK,Rs.786 has been refunded on 05-FEB-18 for a transaction on your Debit Card 5497XXXXXXXX4609
237875,IK-IDEA,"DATA_Chrg:0.00 INR, Bal:0.01 INR, VolumeUsed:-0.238281 MB, Available daily privilege balance: 1022.64 and expires on 24 Aug 2018Win Rs.100 Recharge.Dial *777#"
231256,BZ-RBLBNK,"Dear Customer, We thank you for activating your RBL Bank net banking facility. Relax and enjoy the convenience of 24x7 online digital banking anytime anywhere."
706416,AD-MUTHUT,"Gold Loan: MSL-11806, Interest due up to date Rs.25456/-. Pay online at https://online.muthootfinance.com. Call 011-45130613. E&OE."
769446,TX-NOSTRA,"Your OTP for login is 567527. Use it now to join Nostragamus and play India?s favourite Fantasy App!
AO-650008,BEST Tariff offer for you!Rs13=All Local Airtel to Airtel mobile calls at 10p/min for 54 days.To enjoy the offer, visit nearest Airtel retailer."
694745,ADCVRCOE,'6066'
8758,AD-MYNTRA,Happy Hours with Extra 20% OFF!From 3pm-6pmCode: HHSUN3SZAKGet your Diwali Shopping done @ Fashionotsav SALE!Shop NOW!http://smsd.in/iT9Csam7
314899,AX-BajajF,"OTP for login to Bajaj Finserv Customer Portal is confidential. NO BAJAJ FINSERV EMPLOYEE WILL CALL AND ASK FOR THIS OTP. PLEASE DO NOT SHARE IT WITH ANYONE. Your OTP is 19617. IF YOU HAVE NOT REQUESTED FOR THIS OTP, PLEASE CALL US ON 020-39574200"
614699,TD-DOCOMO,"Bharat Sarkar nirdesh- Seva jari rakhne ke liye 6-Feb-18, tak mobile ko Aadhaar se link kare.Tata Docomo vikreta se mile,help-121115. Linked hai to andekha kare"
203729,IDEAinfo,Recharge successful! Aaj recharge karein RC 17 se aur payein 56 din ke liye SABHI Local & STD Calls @30p/m
770102,ID-IDEA,"CHRG:,main_cost Rs 0.000,Free Vol KB:1.00,VOL:0.04 KB,BAL_LEFT:,main Rs 0.470,Free Vol KB:293620.00,Exp:2018-6-30"
418279,VM-QWKCLR,Your Woohoo Gift Card 6044381022852000 has been redeemed for Rs.500. The remaining balance is Rs.0.00
103423,BH-SBICRD,"We have received payment of Rs.1,029.00 via Debit Card and the same has been credited to your SBI CARD ending XX9443. Your available limit is Rs.13,986.78."
647994,BZ-SBIINB,Your a/c no. XXXXXXXX3968 is credited by Rs.1.00 on 25-03-18 by a/c linked to mobile 9XXXXXX182-Bajaj Finance (IMPS Ref no 808414728929).
33989,AP-AIRBNK,SUCCESSFUL transfer of Rs 4000 to SHAHNWAZ A using airtel money transfer by  - 918289054490.Txn ID: 685604786.Charges - Max 0.65%
589161,VG-VFCARE,"Hello, we have renewed the daily 1GB data quota for your Vodafone RED Plan, which can be used till 09.06.2018 00:00:00. Happy Surfing!"
693541,TM-CITIBK,"568493 is the Onetime password (OTP) for your transaction at WWW OLACABS COM for INR 200.00. Do not share this. If not requested, contact CitiPhone."
585483,BP-SWATIO,"SWATI ORNAMENTS!! SHOP IS OPEN ON 10th April '18. ALL NEW RANGE OF JAIN,MRP, GT,BP, IDEA at cheapest prices NOW AVAILABLE.CONTACT@8860606000"
449640,IM-ICICIB,"Dear Customer, the Available Balance for your ICICI Bank Account XX6142 is INR 20,490.12 as on 16-Mar-18 10:06:56."
700977,AD-IPAYTM,"Rs. 110.00 paid to CAFE VALENTINO MG ROAD by 7XXXX36187 at Apr 28, 2018 6:47 PM.Order Id: 2018042818470700. For any concerns, call: 0120-33663377."
148990,JX-JioPay,"???? ????? 2 GB ?? ?????? ????? ??????? ??? ???????  ????? ??? ????? 7001083120 ? 08-Jun-18 00:11 Hrs ?????.????? ????????? ? ????? ??????? ???? ???? ?? ??? 1299 ? .?? ??? ??????? ??????? ????? ??? ???????? ????? ????? ????? ???? http://tiny.jio.com/MyJioVideo. ????? ???? 1991 ????? ??????? ????????? , ????? , ????????? ???? ???? ? ???????? ??????? ????????? ????"
115623,AD-SBICRD,", the existing service tax rate of 15% shall be replaced by a GST rate of 18%. - SBI Card."
150607,IM-ALBANK,"Dear Customer, please enter OTP 278252, to complete transaction of Rs.10000. OTP Valid for 180 seconds - AllahabadBank"
356854,AD-MyFarm,"??????,???????????,??? ?? ??? ??? ??? ?? ??? ??????? ???? ???? ?? ????? ????? ????????? ????????? ??????? ??? http://bit.ly/2pnfiSP"
308205,JZ-JioPay,"???? ???? ???? ???? 7014753545 ?? ????? ADD ON ?? Data ??? ?????? 10 GB ?? 50% ????? 26-Mar-18 04:52 Hrs ?? ?? ???? ??| ???? ?????? ???? ?????? 4.93 GB 08-Apr-18 01:20 Hrs ?? ??? ??| MyJio ?? ?? ???? ?????? ?? ????? ???? ?? ??? ????? ???? http://tiny.jio.com/MyJioApp | ??????? ??????, ?????, ????? ????? ?? ?????? ??????? ????? ?? ???? ??? ????? ?? ??? ???? ???? 1991"
654666,IK-IDEA,"You have less than 500MB left on your Daily Data packJitun Rs.100 Mobile Recharge, Call korun *777# aar paan sujog  SONA jetar."
209792,IA-UNNATI,JOB ALERTHi Vishal! Paytm is Hiring for BPO/Backend/Data entry Profile72 Seats AvailableSAL:12K-25KLoc: Delhi/NCRCall Priya 9818289964
235447,VM-HDFCBK,OTP is 535519 for txn of INR 199.00 at Accelyst Solutions Pvt Lt on card ending 7916. Valid till 00:25:14. Do not share OTP for security reasons.
